2020-08-30 21:02:32.283081	              disk0       cpu
2020-08-30 21:02:32.283180	    KB/t  tps  MB/s  us sy id
2020-08-30 21:02:32.283212	   26.49   18  0.47   2  1 96
2020-08-30 21:02:33.283271	   28.40   20  0.55  12  4 84
2020-08-30 21:02:34.286027	   13.60   10  0.13  11  4 85
2020-08-30 21:02:35.286896	   30.96   23  0.69   9  4 87
2020-08-30 21:02:36.290639	   90.00    4  0.35   6  4 90
2020-08-30 21:02:37.290742	   23.37   63  1.44   7  4 89
2020-08-30 21:02:38.291489	  166.61   46  7.48   7  4 89
2020-08-30 21:02:39.291605	    0.00    0  0.00   7  4 89
2020-08-30 21:02:40.291813	   24.00    3  0.07   5  4 91
2020-08-30 21:02:41.291947	    4.83  247  1.16   6  4 90
2020-08-30 21:02:42.292114	   62.67   12  0.73   7  4 88
2020-08-30 21:02:43.292373	    0.00    0  0.00   5  4 91
2020-08-30 21:02:44.293602	  116.32   38  4.31  14  4 82
2020-08-30 21:02:45.295612	   58.67   21  1.20   7  4 88
2020-08-30 21:02:46.297115	   61.49   83  4.98   6  4 90
2020-08-30 21:02:47.297344	   76.00    2  0.15   5  4 91
2020-08-30 21:02:48.297728	   56.90  301 16.72   8  4 88
2020-08-30 21:02:49.302826	   20.73   77  1.55   7  4 89
2020-08-30 21:02:50.302947	    5.49  105  0.56   7  4 89
2020-08-30 21:02:51.303215	  243.43   21  4.99   5  4 92
2020-08-30 21:02:52.303691	              disk0       cpu
2020-08-30 21:02:52.303732	    KB/t  tps  MB/s  us sy id
2020-08-30 21:02:52.303760	  912.00    9  8.01   5  4 91
2020-08-30 21:02:53.303808	   27.79  356  9.66   5  4 91
2020-08-30 21:02:54.305102	    0.00    0  0.00   4  4 92
2020-08-30 21:02:55.305241	   32.00    1  0.03   5  4 91
2020-08-30 21:02:56.305374	   28.00    1  0.03   6  4 91
2020-08-30 21:02:57.305456	    0.00    0  0.00  10  4 86
2020-08-30 21:02:58.308508	  212.10  123 25.40  14  4 82
2020-08-30 21:02:59.308681	   63.00   20  1.23   5  4 91
2020-08-30 21:03:00.311921	   90.64   44  3.88  12  4 84
2020-08-30 21:03:01.312268	   57.64   22  1.24   9  4 87
2020-08-30 21:03:02.312393	  192.00    3  0.56   6  4 90
2020-08-30 21:03:03.312868	    6.00   10  0.06   5  4 91
2020-08-30 21:03:04.316471	    0.00    0  0.00   5  4 92
2020-08-30 21:03:05.321060	  116.28   29  3.28  14  4 82
2020-08-30 21:03:06.321360	   57.64   22  1.24   7  4 89
2020-08-30 21:03:07.322305	    0.00    0  0.00   5  4 91
2020-08-30 21:03:08.322617	    0.00    0  0.00   5  4 91
2020-08-30 21:03:09.322747	  115.11   27  3.03  13  4 82
2020-08-30 21:03:10.325749	   55.48   23  1.24   6  4 90
2020-08-30 21:03:11.325844	   67.57  131  8.64   5  4 91
2020-08-30 21:03:12.326620	              disk0       cpu
2020-08-30 21:03:12.326708	    KB/t  tps  MB/s  us sy id
2020-08-30 21:03:12.326737	    0.00    0  0.00   5  4 91
2020-08-30 21:03:13.327893	   63.87   63  3.92   5  4 91
2020-08-30 21:03:14.328058	    6.67    3  0.02   5  5 90
2020-08-30 21:03:15.328256	   70.43   51  3.51   8  4 88
2020-08-30 21:03:16.328733	   12.00    1  0.01   4  4 92
2020-08-30 21:03:17.329525	    0.00    0  0.00   4  4 92
2020-08-30 21:03:18.329668	   49.33   18  0.87   4  4 92
2020-08-30 21:03:19.329825	    0.00    0  0.00   4  4 92
2020-08-30 21:03:20.329917	   33.86   56  1.85   5  5 90
2020-08-30 21:03:21.335066	    4.00    1  0.00   4  4 92
2020-08-30 21:03:22.335898	    0.00    0  0.00   4  4 92
2020-08-30 21:03:23.336120	   37.58  274 10.05   4  4 92
2020-08-30 21:03:24.336690	   36.25  224  7.93   6  5 90
2020-08-30 21:03:25.340858	    9.00    4  0.04   4  4 92
2020-08-30 21:03:26.344315	  141.08  111 15.24   5  4 91
2020-08-30 21:03:27.344434	   70.40    5  0.34   4  4 92
2020-08-30 21:03:28.346048	    4.00    1  0.00   4  4 92
2020-08-30 21:03:29.346155	    0.00    0  0.00   4  4 92
2020-08-30 21:03:30.346376	    0.00    0  0.00   4  4 92
2020-08-30 21:03:31.348957	   88.00    3  0.26   4  4 92
