2020-08-26 01:52:05.256123	MemTotal	65945364
2020-08-26 01:52:05.256123	MemFree	969648
2020-08-26 01:52:05.256123	MemAvailable	60062268
2020-08-26 01:52:05.256123	Buffers	107276
2020-08-26 01:52:05.256123	Cached	63156472
2020-08-26 01:52:05.256123	SwapCached	3048
2020-08-26 01:52:05.256123	Active	33800432
2020-08-26 01:52:05.256123	Inactive	29499104
2020-08-26 01:52:05.256123	Active(anon)	4339260
2020-08-26 01:52:05.256123	Inactive(anon)	284
2020-08-26 01:52:05.256123	Active(file)	29461172
2020-08-26 01:52:05.256123	Inactive(file)	29498820
2020-08-26 01:52:05.256123	Unevictable	13012
2020-08-26 01:52:05.256123	Mlocked	13012
2020-08-26 01:52:05.256123	SwapTotal	33554428
2020-08-26 01:52:05.256123	SwapFree	33414908
2020-08-26 01:52:05.256123	Dirty	696
2020-08-26 01:52:05.256123	Writeback	0
2020-08-26 01:52:05.256123	AnonPages	47020
2020-08-26 01:52:05.256123	Mapped	4328980
2020-08-26 01:52:05.256123	Shmem	4299232
2020-08-26 01:52:05.256123	Slab	1112484
2020-08-26 01:52:05.256123	SReclaimable	857960
2020-08-26 01:52:05.256123	SUnreclaim	254524
2020-08-26 01:52:05.256123	KernelStack	8096
2020-08-26 01:52:05.256123	PageTables	26500
2020-08-26 01:52:05.256123	NFS_Unstable	0
2020-08-26 01:52:05.256123	Bounce	0
2020-08-26 01:52:05.256123	WritebackTmp	0
2020-08-26 01:52:05.256123	CommitLimit	66527108
2020-08-26 01:52:05.256123	Committed_AS	5025908
2020-08-26 01:52:05.256123	VmallocTotal	34359738367
2020-08-26 01:52:05.256123	VmallocUsed	0
2020-08-26 01:52:05.256123	VmallocChunk	0
2020-08-26 01:52:05.256123	HardwareCorrupted	0
2020-08-26 01:52:05.256123	AnonHugePages	0
2020-08-26 01:52:05.256123	ShmemHugePages	0
2020-08-26 01:52:05.256123	ShmemPmdMapped	0
2020-08-26 01:52:05.256123	CmaTotal	0
2020-08-26 01:52:05.256123	CmaFree	0
2020-08-26 01:52:05.256123	HugePages_Total	0
2020-08-26 01:52:05.256123	HugePages_Free	0
2020-08-26 01:52:05.256123	HugePages_Rsvd	0
2020-08-26 01:52:05.256123	HugePages_Surp	0
2020-08-26 01:52:05.256123	Hugepagesize	2048
2020-08-26 01:52:05.256123	DirectMap4k	796208
2020-08-26 01:52:05.256123	DirectMap2M	25331712
2020-08-26 01:52:05.256123	DirectMap1G	41943040
2020-08-26 01:52:06.257339	MemTotal	65945364
2020-08-26 01:52:06.257339	MemFree	880076
2020-08-26 01:52:06.257339	MemAvailable	60051048
2020-08-26 01:52:06.257339	Buffers	107276
2020-08-26 01:52:06.257339	Cached	63235280
2020-08-26 01:52:06.257339	SwapCached	3048
2020-08-26 01:52:06.257339	Active	33839252
2020-08-26 01:52:06.257339	Inactive	29540328
2020-08-26 01:52:06.257339	Active(anon)	4340956
2020-08-26 01:52:06.257339	Inactive(anon)	280
2020-08-26 01:52:06.257339	Active(file)	29498296
2020-08-26 01:52:06.257339	Inactive(file)	29540048
2020-08-26 01:52:06.257339	Unevictable	13012
2020-08-26 01:52:06.257339	Mlocked	13012
2020-08-26 01:52:06.257339	SwapTotal	33554428
2020-08-26 01:52:06.257339	SwapFree	33414908
2020-08-26 01:52:06.257339	Dirty	880
2020-08-26 01:52:06.257339	Writeback	0
2020-08-26 01:52:06.257339	AnonPages	49060
2020-08-26 01:52:06.257339	Mapped	4330180
2020-08-26 01:52:06.257339	Shmem	4299232
2020-08-26 01:52:06.257339	Slab	1112500
2020-08-26 01:52:06.257339	SReclaimable	857960
2020-08-26 01:52:06.257339	SUnreclaim	254540
2020-08-26 01:52:06.257339	KernelStack	8160
2020-08-26 01:52:06.257339	PageTables	36276
2020-08-26 01:52:06.257339	NFS_Unstable	0
2020-08-26 01:52:06.257339	Bounce	0
2020-08-26 01:52:06.257339	WritebackTmp	0
2020-08-26 01:52:06.257339	CommitLimit	66527108
2020-08-26 01:52:06.257339	Committed_AS	5025908
2020-08-26 01:52:06.257339	VmallocTotal	34359738367
2020-08-26 01:52:06.257339	VmallocUsed	0
2020-08-26 01:52:06.257339	VmallocChunk	0
2020-08-26 01:52:06.257339	HardwareCorrupted	0
2020-08-26 01:52:06.257339	AnonHugePages	0
2020-08-26 01:52:06.257339	ShmemHugePages	0
2020-08-26 01:52:06.257339	ShmemPmdMapped	0
2020-08-26 01:52:06.257339	CmaTotal	0
2020-08-26 01:52:06.257339	CmaFree	0
2020-08-26 01:52:06.257339	HugePages_Total	0
2020-08-26 01:52:06.257339	HugePages_Free	0
2020-08-26 01:52:06.257339	HugePages_Rsvd	0
