2020-10-22 12:54:06.124635	              disk0               disk2       cpu
2020-10-22 12:54:06.124825	    KB/t  tps  MB/s     KB/t  tps  MB/s  us sy id
2020-10-22 12:54:06.124863	   42.49   21  0.88    21.05    0  0.00   3  1 96
2020-10-22 12:54:07.125753	   10.46   13  0.13     0.00    0  0.00  39 44 17
2020-10-22 12:54:08.126173	   95.72   43  4.02     0.00    0  0.00  46 42 12
2020-10-22 12:54:09.131149	  300.00    1  0.29     0.00    0  0.00  39 42 19
2020-10-22 12:54:10.134124	    0.00    0  0.00     0.00    0  0.00  36 43 21
2020-10-22 12:54:11.136334	   12.80    5  0.06     0.00    0  0.00  35 47 18
2020-10-22 12:54:12.138155	    0.00    0  0.00     0.00    0  0.00  36 44 21
2020-10-22 12:54:13.138736	    0.00    0  0.00     0.00    0  0.00  39 41 20
2020-10-22 12:54:14.139364	    0.00    0  0.00     0.00    0  0.00  37 43 19
2020-10-22 12:54:15.140063	    0.00    0  0.00     0.00    0  0.00  36 44 21
2020-10-22 12:54:16.143424	  279.04   71 19.28     0.00    0  0.00  34 47 20
