2020-08-30 21:02:32.281833	Mach Virtual Memory Statistics: (page size of 4096 bytes)
2020-08-30 21:02:32.282037	    free   active   specul inactive throttle    wired  prgable   faults     copy    0fill reactive   purged file-backed anonymous cmprssed cmprssor  dcomprs   comprs  pageins  pageout  swapins swapouts
2020-08-30 21:02:32.282151	12566213   791518   676208  1058306        0  1351118   302362  188921K 12823084  113069K    13848    31431     1458896   1067136  1387754   332875  3305449  5966363  7597849        0  3484961  3983906 
2020-08-30 21:02:33.282408	12517891   844776   676363  1059683        0  1344762   322350    63206      629    47753        0       12     1459097   1121725  1383168   332651      212        0       96        0        0        0 
2020-08-30 21:02:34.286027	12502605   901010   676451  1059690        0  1304015   356975    26606      155    29489        0        0     1459222   1177929  1382852   332445      312        0       18        0        0        0 
2020-08-30 21:02:35.287353	12481318   920834   676663  1059808        0  1305345   371428    23294        0    26349        0        0     1459695   1197610  1382099   332302      684        0      330        0        0        0 
2020-08-30 21:02:36.290587	12477120   917355   676810  1059814        0  1312654   364709     4193        0     4138        0        9     1459855   1194124  1382094   332346        5        0       34        0       64        0 
2020-08-30 21:02:37.290450	12430244   918081   676754  1059926        0  1358736   368737    41266        0    30961        0        0     1460339   1194422  1381828   332426      266        0      335        0      128        0 
2020-08-30 21:02:38.291492	12414596   963564   677346  1060111        0  1328078   410645    19798        2    14522        0        0     1462339   1238682  1381506   332378      322        0     1896        0       64        0 
2020-08-30 21:02:39.291400	12414501   963955   677451  1060111        0  1327633   410645      286        0      231        0        0     1462444   1239073  1381505   332378        1        0        0        0        0        0 
2020-08-30 21:02:40.291491	12414311   994053   677192  1060111        0  1298013   440202      598        0      118        0        0     1462575   1268781  1381486   332378       15        0       18        0        0        0 
2020-08-30 21:02:41.291508	12413990   995213   677292  1060119        0  1297162   441007      518        0      396        0        0     1462699   1269925  1381416   332298       70        0       12        0        0        0 
2020-08-30 21:02:42.291576	12434063  1065426   677386  1060136        0  1206796   446004      811        1      417        0        0     1462878   1340070  1381294   332305      122        0       55        0      143        0 
2020-08-30 21:02:43.292161	12432940  1066159   677495  1060136        0  1206778   446001      870        0      862        0        1     1462988   1340802  1381294   332305        0        0        0        0        0        0 
2020-08-30 21:02:44.292308	12404656  1094000   678241  1059596        0  1206823   446009    32195        5    28285        0        9     1463209   1368628  1380929   332529      789        0        0        0      320        0 
2020-08-30 21:02:45.295585	12399590  1099182   677918  1060156        0  1206692   446258     6265        0     5737        0        0     1463468   1373788  1380905   332513       21        0        0        0        0        0 
2020-08-30 21:02:46.297050	12395956  1102362   678727  1060295        0  1206455   438883    12064        0     9541        0        0     1464606   1376778  1378721   332097     1552        0      739        0      385        0 
2020-08-30 21:02:47.301762	12388117  1105567   678870  1060295        0  1211220   438895     6981        2     4162        0        0     1464760   1379972  1378710   332097       11        0       41        0        0        0 
